,attributes,business_id,categories,city,name,review_count,star_avg,state,categories_list
3801,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",VBYKjdtGlnqpcztu11kOdw,"health & medical, podiatrists, doctors",Glenshaw,Nigro Ankle & Foot Care,3,2.5,PA,"['health & medical', ' podiatrists', ' doctors']"
3802,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",j9_vy6Y6nEgUvb6q44h8xg,"health & medical, doctors, dermatologists",Gilbert,"Lines Ruskin III, MD",11,3.5,AZ,"['health & medical', ' doctors', ' dermatologists']"
3803,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",ieaorogu6gmx21HAAcnbSA,"urologists, health & medical, doctors",Henderson,Urology Specialists of Nevada,17,2.5,NV,"['urologists', ' health & medical', ' doctors']"
3804,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",K8FM6Q88pZqjoHDpFYnNHg,"health & medical, doctors, endocrinologists",Scottsdale,East Valley Endocrinology,28,2.0,AZ,"['health & medical', ' doctors', ' endocrinologists']"
3805,{'ByAppointmentOnly': 'True'},B0p7djztLFs7w8jYTuqCvA,"health & medical, doctors, internal medicine",Las Vegas,Jacobs Leslie Caryl MD,4,3.0,NV,"['health & medical', ' doctors', ' internal medicine']"
3806,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",ZUnPdgVxuD93Kr9JuZu0Gw,"doctors, health & medical, nutritionists, internal medicine",Scottsdale,Elite Testosterone Replacement,4,5.0,AZ,"['doctors', ' health & medical', ' nutritionists', ' internal medicine']"
3807,{'ByAppointmentOnly': 'False'},HbWbeeAmQQh_5AB6KYIdRg,"health & medical, diagnostic services, laboratory testing",Las Vegas,Absolute Drug & DNA Testing,3,3.5,NV,"['health & medical', ' diagnostic services', ' laboratory testing']"
3808,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",q0GIGkG6fgJ3Q6iMNPKamQ,"allergists, medical centers, health & medical, internal medicine, family practice, pain management, doctors",Las Vegas,Apex Medical Center,10,3.5,NV,"['allergists', ' medical centers', ' health & medical', ' internal medicine', ' family practice', ' pain management', ' doctors']"
3809,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",jyhdoXeE_G-daqXLEkB-Yg,"health & medical, ear nose & throat, doctors",Phoenix,West Valley Ear Nose & Throat,9,3.0,AZ,"['health & medical', ' ear nose & throat', ' doctors']"
3810,{'ByAppointmentOnly': 'True'},s1gly1bJ32d_Iju6Pb8ZBA,"cosmetic surgeons, doctors, health & medical",Scottsdale,"Ryan B Tsujimura, MD",8,4.5,AZ,"['cosmetic surgeons', ' doctors', ' health & medical']"
3811,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",1J2IZKtgdhLEX3ccrjbU-Q,"gastroenterologist, health & medical, doctors",Charlotte,Carolina Digestive Health Associates,3,1.5,NC,"['gastroenterologist', ' health & medical', ' doctors']"
3812,,67vd6OOsPNTTkRo4-zB2ug,"health & medical, chiropractors",Las Vegas,Terry Akers DC,6,4.5,NV,"['health & medical', ' chiropractors']"
3813,,D5aa86XDqgm9GvXpWtoi6w,"health & medical, doctors",Las Vegas,Kaplan Stuart S MD,3,2.5,NV,"['health & medical', ' doctors']"
3814,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Qks0yw3bGWr_F6rLLWmOXw,"health & medical, doctors, diagnostic services, radiologists, diagnostic imaging",Phoenix,SimonMed Imaging,18,3.5,AZ,"['health & medical', ' doctors', ' diagnostic services', ' radiologists', ' diagnostic imaging']"
3815,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",xbd61YI1RLdKt8hUAaw-rA,"doctors, health & medical",Charlotte,Carolina Asthma & Allergy Center PA,21,2.5,NC,"['doctors', ' health & medical']"
3816,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'False'}",KGqss0bbRC1bXivlyhs1oQ,"urgent care, health & medical",Coraopolis,Medexpress Urgent Care,3,3.5,PA,"['urgent care', ' health & medical']"
3817,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",qXcKpseFDDfkn2vfz4N9xg,"doctors, internal medicine, health & medical",Las Vegas,"Dr. Rama Harouni, M.D.",3,4.5,NV,"['doctors', ' internal medicine', ' health & medical']"
3818,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Yzozp6mzsHdk6g1CdsFWMw,"health & medical, doctors",Chandler,Chandler Accident & Injury Medical Center,12,3.5,AZ,"['health & medical', ' doctors']"
3819,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True'}",j1oNH2chcCm5e6E52_3PWg,"doctors, pathologists, health & medical",Las Vegas,Associated Pathologists Chartered,3,1.0,NV,"['doctors', ' pathologists', ' health & medical']"
3820,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",0orB3um9KngJyLZJNKhcRA,"health & medical, doctors, cosmetic surgeons",Scottsdale,"Deborah Bash, MD",8,5.0,AZ,"['health & medical', ' doctors', ' cosmetic surgeons']"
3821,{'ByAppointmentOnly': 'True'},3rXqSeL3phapKFzLcEuDzw,"health & medical, physical therapy, speech therapists",Phoenix,Head To Toe Therapy,15,2.5,AZ,"['health & medical', ' physical therapy', ' speech therapists']"
3822,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",GHkpWrKhPNICcXe1odKayA,"health & medical, allergists, doctors",Chandler,Arizona Allergy Associates,16,3.5,AZ,"['health & medical', ' allergists', ' doctors']"
3823,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",LukSczNrW4h7zldygLJjog,"health & medical, doctors",Charlotte,Steele Creek Urgent Care,14,3.0,NC,"['health & medical', ' doctors']"
3824,{'ByAppointmentOnly': 'True'},lca3mtnfjT_mJEykKNQMmA,"health & medical, cardiologists, doctors",Las Vegas,Resh William H MD,5,1.5,NV,"['health & medical', ' cardiologists', ' doctors']"
3825,{'ByAppointmentOnly': 'True'},99o4ODV5D0tY5IaxwcXmMw,"health & medical, optometrists",Pittsburgh,Karlik Ophthalmology,4,2.0,PA,"['health & medical', ' optometrists']"
3826,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Di3XZxnT7AcutSQQSHkkHA,"family practice, health & medical, doctors, hospitals",Tempe,HonorHealth Medical Group - West Tempe,12,3.5,AZ,"['family practice', ' health & medical', ' doctors', ' hospitals']"
3827,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",E7SOYQ87MPATF4GxdUlF7A,"doctors, medical centers, health & medical, urgent care",Mesa,NextCare Urgent Care,19,4.0,AZ,"['doctors', ' medical centers', ' health & medical', ' urgent care']"
3828,,Fi_masEQCuN5UYFa7gb1YQ,"doctors, health & medical",Las Vegas,Petersen Kevin MD,6,4.5,NV,"['doctors', ' health & medical']"
3829,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",j8DRGteeJ6iBy918RWiEog,"counseling & mental health, health & medical, doctors, psychiatrists",Las Vegas,Alliance Mental Health Specialists,33,5.0,NV,"['counseling & mental health', ' health & medical', ' doctors', ' psychiatrists']"
3830,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",0F_R1lagYaRVEyUqpjme3w,"pediatricians, health & medical, doctors",Henderson,Anthem Hills Pediatrics,48,2.5,NV,"['pediatricians', ' health & medical', ' doctors']"
3831,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",0nsvctGYnxjOpjy45PgTNw,"health & medical, chiropractors",Las Vegas,Moehrle Chiropractic Clinic,10,4.5,NV,"['health & medical', ' chiropractors']"
3832,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",jp8QtP6YgzoS3nJgaEM2Jw,"health & medical, doctors, internal medicine",Las Vegas,"Mira Vakil, MD",9,3.0,NV,"['health & medical', ' doctors', ' internal medicine']"
3833,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",EvdW4vj6NA1vgTQLQctVlA,"dermatologists, health & medical, doctors",Mesa,"Jayshri Gamoth, MD",10,4.0,AZ,"['dermatologists', ' health & medical', ' doctors']"
3834,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",OYX1AtpG7TxTZOnEGHJxoA,"health & medical, doctors, pediatricians",Peoria,Pleasant Pediatrics,21,3.5,AZ,"['health & medical', ' doctors', ' pediatricians']"
3835,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",PCNeANrp7puV3nE-HI2JrQ,"health & medical, chiropractors",Charlotte,Gallagher Chiropractic,7,5.0,NC,"['health & medical', ' chiropractors']"
3836,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",jkDrA_PcbQeGHkBrsTE_4g,"health & medical, medical centers, podiatrists, doctors",Scottsdale,North Scottsdale Foot and Ankle Center,26,5.0,AZ,"['health & medical', ' medical centers', ' podiatrists', ' doctors']"
3837,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",uUdr0poadIUQb9iBz2g0Pw,"urgent care, health & medical, medical centers",Mesa,Allen Family Medicine,27,3.0,AZ,"['urgent care', ' health & medical', ' medical centers']"
3838,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",o1WaFFUroNbLGyqR7XgY3A,"chiropractors, health & medical",Henderson,Siena Neck and Back,15,5.0,NV,"['chiropractors', ' health & medical']"
3839,,TM9Zj6SfN9FigRIrmtdETA,"medical centers, health & medical, hospitals, doctors",Henderson,Barbara Greenspun WomensCare Center of Excellence - Henderson,5,3.5,NV,"['medical centers', ' health & medical', ' hospitals', ' doctors']"
3840,{'ByAppointmentOnly': 'True'},4_bUfJfnMH5Uu0T_8tXeTA,"doctors, health & medical",Las Vegas,"Mark Henderson, MD",11,2.0,NV,"['doctors', ' health & medical']"
3841,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",bkbdu9pNj9jDg0jDNAMzIw,"medical centers, health & medical",Fountain Hills,Labcorp,8,2.0,AZ,"['medical centers', ' health & medical']"
3842,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True'}",pI0HOrxVGSOBAzhhgx3gBA,"optometrists, health & medical",Las Vegas,Schneider Frank Dr,5,4.5,NV,"['optometrists', ' health & medical']"
3843,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",fisJH-svE4q9xXpSGN6PKA,"health & medical, optometrists",Mesa,EyeCare 4 U,3,4.5,AZ,"['health & medical', ' optometrists']"
3844,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",xn2wBz0SmCo5J6y10NK5ew,"medical centers, doctors, health & medical, hospitals",Henderson,"St. Rose Dominican, Siena Campus",291,3.0,NV,"['medical centers', ' doctors', ' health & medical', ' hospitals']"
3845,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",WVSCDEcnoSo2ruCeXCaN3A,"medical centers, urgent care, health & medical, doctors",Phoenix,FastMed Urgent Care,25,3.0,AZ,"['medical centers', ' urgent care', ' health & medical', ' doctors']"
3846,,KNbIIDcTLKSqxBdOSYD6kw,"health & medical, urgent care",North Las Vegas,Umc Quick Care,6,1.5,NV,"['health & medical', ' urgent care']"
3847,{'ByAppointmentOnly': 'False'},eUEcic-NTEywWhVJRXVvOQ,"health & medical, nutritionists",Phoenix,Detour Nutrition,3,5.0,AZ,"['health & medical', ' nutritionists']"
3848,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",vzusxg6ZyLVR855ZHC4hfw,"physical therapy, health & medical",Phoenix,Select Physical Therapy,4,5.0,AZ,"['physical therapy', ' health & medical']"
3849,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",uhTA_bf42wO5-mkSPNEl3g,"health & medical, doctors, podiatrists",Phoenix,Ahwatukee Ankle & Foot Center,17,4.5,AZ,"['health & medical', ' doctors', ' podiatrists']"
3850,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",Iz0L8sXs87yThRs4ZBp-3Q,"health & medical, doctors, obstetricians & gynecologists",Gilbert,Comprehensive Women's Healthcare,29,3.5,AZ,"['health & medical', ' doctors', ' obstetricians & gynecologists']"
3851,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",wJ6f6ZMJ19O4oKoMWdSVAg,"medical centers, radiologists, diagnostic services, health & medical, doctors, diagnostic imaging",Las Vegas,Steinberg Diagnostic Medical Imaging,35,3.0,NV,"['medical centers', ' radiologists', ' diagnostic services', ' health & medical', ' doctors', ' diagnostic imaging']"
3852,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",SwaUFKP9j8p-Qwx94O25DQ,"cardiologists, health & medical, doctors",Las Vegas,Fonte Carlos E MD Facc Facp,3,2.0,NV,"['cardiologists', ' health & medical', ' doctors']"
3853,{'ByAppointmentOnly': 'False'},IABjTjYNFbJJf75mZcNaFA,"optometrists, health & medical",Las Vegas,Summerlin Optometric Eye Care,6,5.0,NV,"['optometrists', ' health & medical']"
3854,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",0Px4uq3Za8Spr_AWj7Jogg,"gerontologists, health & medical, internal medicine, doctors, family practice",Las Vegas,Internal Medicine Specialists of Southern Nevada,73,4.0,NV,"['gerontologists', ' health & medical', ' internal medicine', ' doctors', ' family practice']"
3855,{'ByAppointmentOnly': 'True'},hb8jL1VG8X_Qx1o4LQsrgA,"health & medical, cardiologists, doctors",Scottsdale,"Cardiovascular Consultants, Ltd. Scottsdale North Office",7,1.5,AZ,"['health & medical', ' cardiologists', ' doctors']"
3856,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",5QjBSX8zXAXWQRvU1zIDyA,"chiropractors, health & medical",Cornelius,Zimmerman Family Wellness,10,5.0,NC,"['chiropractors', ' health & medical']"
3857,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",UstzcooZHiG7hFssl1jgBw,"health & medical, counseling & mental health",Las Vegas,Human Behavior Institute,23,2.0,NV,"['health & medical', ' counseling & mental health']"
3858,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",FaDLsN7VzLmtZVl-6deqwQ,"health & medical, doctors, pediatricians",Scottsdale,North Scottsdale Pediatric Associates - Deer Valley,15,4.0,AZ,"['health & medical', ' doctors', ' pediatricians']"
3859,,X9PUeYAJXWEfXvrZ6Qwssw,"doctors, health & medical",Tempe,Gardner Roddy A DO,5,5.0,AZ,"['doctors', ' health & medical']"
3860,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'True'}",nrJKflPMHRI5LI28iv59lQ,"health & medical, chiropractors",Las Vegas,Dr. Josh Flushman - Charleston Chiropractic,7,5.0,NV,"['health & medical', ' chiropractors']"
3861,{'ByAppointmentOnly': 'True'},Kz4dekl87-tM9MTzcOavOg,"doctors, ophthalmologists, health & medical, optometrists",Cleveland,Cleveland Clinic - Cole Eye Institute,3,2.0,OH,"['doctors', ' ophthalmologists', ' health & medical', ' optometrists']"
3862,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Yi0Y4I-3F0N8wPR74I3Tvg,"health & medical, medical centers, oncologist, doctors, hospitals",Scottsdale,Envita Medical Center,4,4.0,AZ,"['health & medical', ' medical centers', ' oncologist', ' doctors', ' hospitals']"
3863,{'ByAppointmentOnly': 'True'},ufzCFGt5eCQpEdjZHbOnsw,"doctors, health & medical",Phoenix,Labranche Janice,4,3.0,AZ,"['doctors', ' health & medical']"
3864,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",jl9jG2QZibKuEqEjvsyfAQ,"health & medical, medical centers, doctors",Buckeye,Banner Health Center: Primary Care Medicine,17,2.0,AZ,"['health & medical', ' medical centers', ' doctors']"
3865,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",Vtppswz6_eLmdhYTHCNPjw,"medical centers, health & medical, hospitals, doctors, physical therapy",Phoenix,St. Luke's Medical Center,37,2.5,AZ,"['medical centers', ' health & medical', ' hospitals', ' doctors', ' physical therapy']"
3866,,_fDK05jWjXvQNem59wzH8A,"health & medical, chiropractors",Madison,Bowers Family Chiropractic,3,5.0,WI,"['health & medical', ' chiropractors']"
3867,,3IVH5wTbbRczjV7Y16HGGw,"health & medical, nurse practitioner, family practice, doctors",Las Vegas,"Jarvis Olsen, ARPN",5,3.0,NV,"['health & medical', ' nurse practitioner', ' family practice', ' doctors']"
3868,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",UqR2_ckoS7wIG7CDIMWMWw,"doctors, health & medical, pediatricians",Charlotte,Novant Health,5,3.5,NC,"['doctors', ' health & medical', ' pediatricians']"
3869,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",AyTBE5X0vq7KDTHP2D8HcQ,"health & medical, doctors",Glendale,Page Brian,6,4.5,AZ,"['health & medical', ' doctors']"
3870,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",GvMj0tZdqAIFIdm8qxslMw,"chiropractors, health & medical",Las Vegas,Dudley Cameron M DC,10,4.5,NV,"['chiropractors', ' health & medical']"
3871,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",f4ONxaeDwz433mdIvBPpQg,"doctors, podiatrists, health & medical",Mesa,Desert Foot and Ankle,8,3.5,AZ,"['doctors', ' podiatrists', ' health & medical']"
3872,{'ByAppointmentOnly': 'False'},Ondw_W9Hn-lD7Nyl2A2gNg,"urgent care, doctors, health & medical",Glendale,Nowcare,3,1.0,AZ,"['urgent care', ' doctors', ' health & medical']"
3873,{'ByAppointmentOnly': 'True'},e3Vih-pTlYG4m9Dn-s2iNA,"health & medical, physical therapy",Phoenix,Valley Physical,3,5.0,AZ,"['health & medical', ' physical therapy']"
3874,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",LkNU0N1bwc73JkGivxQPwQ,"medical centers, health & medical",Tempe,Mountain Park Health Center - Tempe,13,3.0,AZ,"['medical centers', ' health & medical']"
3875,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}",seJ5pTp0SlDjb3mb-_0L7g,"health & medical, chiropractors",Phoenix,The Joint Chiropractic,14,5.0,AZ,"['health & medical', ' chiropractors']"
3876,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",4vWguKnXpImveR9DbvdGjA,"pediatricians, health & medical, doctors, internal medicine",Avondale,La Loma Internal Medicine and Pediatrics,4,2.0,AZ,"['pediatricians', ' health & medical', ' doctors', ' internal medicine']"
3877,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",XLk8oE42uEb5z3ls_55frA,"hospitals, health & medical",Phoenix,Mayo Clinic Hospital,138,3.0,AZ,"['hospitals', ' health & medical']"
3878,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",BCHQEXK_P1p7U2KbCBnc9w,"fertility, medical centers, doctors, obstetricians & gynecologists, health & medical",Phoenix,Planned Parenthood - North East Phoenix Health Center,25,2.5,AZ,"['fertility', ' medical centers', ' doctors', ' obstetricians & gynecologists', ' health & medical']"
3879,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",TBdmg7Yc4F1SBVFa00pHjg,"health & medical, podiatrists, doctors",Scottsdale,East Valley Foot & Ankle Specialists,5,4.0,AZ,"['health & medical', ' podiatrists', ' doctors']"
3880,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",Qg8i49F3IYDSf6puAe3dEw,"health & medical, cosmetic surgeons, doctors",Scottsdale,"Deborah White, M.D.",9,4.5,AZ,"['health & medical', ' cosmetic surgeons', ' doctors']"
